CFA,Q1,AGE13,PHD,CA9C,CA10C,CA11,CA12,SALPRSFIN,DIPL0,DIPL1,DIPL2a,DIPL2b,DIPL2c,DIPL3,DIPL4,DIPL5a,DIPL5b,DIPL6a,DIPL6b,DIPL6c,DIPL7
2,2,23,09M,1,2,2,2,2600,0,0,0,0,0,0,0,1,0,0,0,0,0
2,2,23,13M,6,5,1,4,1900,0,0,0,0,0,0,0,0,0,0,1,0,0
2,2,23,13L,9,9,1,1,1899,0,0,0,0,0,0,0,0,0,1,0,0,0
2,2,23,13M,2,2,4,4,1360,0,0,0,0,0,0,0,0,0,0,1,0,0
2,2,23,13M,1,2,2,2,2100,0,0,0,0,0,0,0,0,0,0,1,0,0
2,2,23,13L,1,1,1,1,1874,0,0,0,0,0,0,0,0,0,1,0,0,0
2,1,23,13L,4,4,6,6,2100,0,0,0,0,0,0,0,0,0,1,0,0,0
2,2,23,13L,1,4,1,4,1825,0,0,0,0,0,0,0,0,0,1,0,0,0
2,2,23,13L,2,2,3,4,1618,0,0,0,0,0,0,0,0,0,1,0,0,0
2,1,23,13L,5,2,3,1,2650,0,0,0,0,0,0,0,0,0,1,0,0,0
2,2,23,13L,4,4,6,5,1480,0,0,0,0,0,0,0,0,0,1,0,0,0
2,1,23,16,2,2,4,4,2675,0,0,0,0,0,0,0,0,0,0,0,1,0
1,2,22,09M,2,2,1,4,1237,0,0,0,0,0,0,0,1,0,0,0,0,0
2,2,22,06T,3,2,7,2,1400,0,0,0,0,0,1,0,0,0,0,0,0,0
2,1,22,03T,7,2,1,3,1250,0,0,0,1,0,0,0,0,0,0,0,0,0
2,1,23,09L,1,2,2,2,1142,0,0,0,0,0,0,0,1,0,0,0,0,0
2,2,22,10L,5,2,2,1,1250,0,0,0,0,0,0,0,0,1,0,0,0,0
2,1,22,09M,3,9,1,2,1472,0,0,0,0,0,0,0,1,0,0,0,0,0
2,1,22,09L,4,4,6,6,1300,0,0,0,0,0,0,0,1,0,0,0,0,0
2,1,22,09M,2,2,2,4,1250,0,0,0,0,0,0,0,1,0,0,0,0,0
1,1,22,09L,4,3,5,3,3233,0,0,0,0,0,0,0,1,0,0,0,0,0
1,1,21,09M,4,2,3,7,2875,0,0,0,0,0,0,0,1,0,0,0,0,0
2,2,21,09M,3,2,4,5,1710,0,0,0,0,0,0,0,1,0,0,0,0,0
2,2,21,05,1,2,7,7,1790,0,0,0,0,1,0,0,0,0,0,0,0,0
2,1,21,13L,2,2,5,2,2383,0,0,0,0,0,0,0,0,0,1,0,0,0
1,1,21,09M,2,2,5,3,2070,0,0,0,0,0,0,0,1,0,0,0,0,0
2,2,22,06T,1,1,3,2,1700,0,0,0,0,0,1,0,0,0,0,0,0,0
2,1,21,09M,1,4,3,4,1725.5,0,0,0,0,0,0,0,1,0,0,0,0,0
2,1,21,09M,2,2,2,3,2110,0,0,0,0,0,0,0,1,0,0,0,0,0
1,1,21,09M,4,2,2,1,1950,0,0,0,0,0,0,0,1,0,0,0,0,0
2,1,21,06I,5,2,2,1,1517,0,0,0,0,0,1,0,0,0,0,0,0,0
2,1,22,09M,3,9,4,2,1545,0,0,0,0,0,0,0,1,0,0,0,0,0
2,1,21,09M,5,5,2,1,1780,0,0,0,0,0,0,0,1,0,0,0,0,0
2,1,20,04T,4,9,1,3,1700,0,0,0,1,0,0,0,0,0,0,0,0,0
2,1,20,03I,7,2,2,2,1170,0,0,1,0,0,0,0,0,0,0,0,0,0
2,2,20,06T,3,2,7,2,1642,0,0,0,0,0,1,0,0,0,0,0,0,0
2,2,19,05,2,2,2,2,1180,0,0,0,0,1,0,0,0,0,0,0,0,0
2,1,33,18L,4,4,6,6,2212,0,0,0,0,0,0,0,0,0,0,0,0,1
2,1,31,18M,2,4,4,5,2100,0,0,0,0,0,0,0,0,0,0,0,0,1
2,1,31,18L,4,4,3,3,2350,0,0,0,0,0,0,0,0,0,0,0,0,1
2,1,30,18L,4,4,6,6,1700,0,0,0,0,0,0,0,0,0,0,0,0,1
2,2,32,18L,4,2,1,4,2350,0,0,0,0,0,0,0,0,0,0,0,0,1
2,2,30,14M,3,2,1,1,3400,0,0,0,0,0,0,0,0,0,0,1,0,0
2,2,29,18L,5,5,3,2,2500,0,0,0,0,0,0,0,0,0,0,0,0,1
2,1,29,18M,1,6,2,2,2000,0,0,0,0,0,0,0,0,0,0,0,0,1
2,2,28,14M,1,1,2,2,1504,0,0,0,0,0,0,0,0,0,0,1,0,0
2,1,27,18M,3,5,1,2,2251.6953125,0,0,0,0,0,0,0,0,0,0,0,0,1
2,1,27,18M,1,9,1,3,2040,0,0,0,0,0,0,0,0,0,0,0,0,1
2,1,27,18M,4,2,1,1,2000,0,0,0,0,0,0,0,0,0,0,0,0,1
2,1,27,18M,4,2,5,4,2240,0,0,0,0,0,0,0,0,0,0,0,0,1
2,2,26,18M,2,2,5,4,2450,0,0,0,0,0,0,0,0,0,0,0,0,1
2,2,27,18M,4,3,6,2,2000,0,0,0,0,0,0,0,0,0,0,0,0,1
2,1,27,18M,1,1,2,2,2730,0,0,0,0,0,0,0,0,0,0,0,0,1
2,1,27,18M,2,2,2,3,1870,0,0,0,0,0,0,0,0,0,0,0,0,1
2,1,27,18L,4,4,6,6,2300,0,0,0,0,0,0,0,0,0,0,0,0,1
2,2,26,13L,8,4,,3,1985,0,0,0,0,0,0,0,0,0,1,0,0,0
2,1,27,18M,3,9,2,2,2103.296875,0,0,0,0,0,0,0,0,0,0,0,0,1
2,1,26,13L,5,5,2,2,1825,0,0,0,0,0,0,0,0,0,1,0,0,0
1,2,27,13L,4,4,3,3,1700,0,0,0,0,0,0,0,0,0,1,0,0,0
2,2,25,13L,2,4,3,3,2119,0,0,0,0,0,0,0,0,0,1,0,0,0
2,2,25,16,4,4,4,5,2689,0,0,0,0,0,0,0,0,0,0,0,1,0
1,1,25,13L,5,2,7,6,1900,0,0,0,0,0,0,0,0,0,1,0,0,0
2,2,24,08,3,3,3,5,1900,0,0,0,0,0,0,1,0,0,0,0,0,0
2,2,24,13M,2,2,2,2,1470,0,0,0,0,0,0,0,0,0,0,1,0,0
2,1,24,04I,2,2,2,3,1600,0,0,1,0,0,0,0,0,0,0,0,0,0
2,1,24,16,2,2,4,4,2334,0,0,0,0,0,0,0,0,0,0,0,1,0
2,2,24,08,2,2,2,4,2450,0,0,0,0,0,0,1,0,0,0,0,0,0
2,2,24,10L,1,1,1,1,2100,0,0,0,0,0,0,0,0,1,0,0,0,0
2,1,24,13M,2,2,2,5,1183.6953125,0,0,0,0,0,0,0,0,0,0,1,0,0
2,2,24,08,4,3,5,1,1910,0,0,0,0,0,0,1,0,0,0,0,0,0
2,2,24,13M,4,2,5,4,1649,0,0,0,0,0,0,0,0,0,0,1,0,0
2,2,24,08,4,2,6,6,1671,0,0,0,0,0,0,1,0,0,0,0,0,0
2,2,24,13M,6,6,1,2,2167,0,0,0,0,0,0,0,0,0,0,1,0,0
2,1,23,13L,5,1,2,3,2377,0,0,0,0,0,0,0,0,0,1,0,0,0
2,2,23,08,1,9,2,1,2166.6875,0,0,0,0,0,0,1,0,0,0,0,0,0
2,2,23,13L,4,2,3,5,1200,0,0,0,0,0,0,0,0,0,1,0,0,0
2,2,23,08,4,4,6,6,2100,0,0,0,0,0,0,1,0,0,0,0,0,0
1,2,23,09M,4,2,2,2,1791.296875,0,0,0,0,0,0,0,1,0,0,0,0,0
2,1,23,13M,7,4,1,5,1900,0,0,0,0,0,0,0,0,0,0,1,0,0
2,2,23,09L,4,8,3,,1566.6875,0,0,0,0,0,0,0,1,0,0,0,0,0
2,2,22,08,4,4,6,6,2383,0,0,0,0,0,0,1,0,0,0,0,0,0
2,1,23,13L,4,9,4,2,1771,0,0,0,0,0,0,0,0,0,1,0,0,0
2,2,22,12M,2,2,2,3,930,0,0,0,0,0,0,0,0,1,0,0,0,0
2,2,23,13M,7,7,7,6,1495,0,0,0,0,0,0,0,0,0,0,1,0,0
2,2,23,09M,4,9,3,1,2200,0,0,0,0,0,0,0,1,0,0,0,0,0
2,2,22,08,4,2,6,5,1700,0,0,0,0,0,0,1,0,0,0,0,0,0
2,1,23,09M,5,4,1,6,1389,0,0,0,0,0,0,0,1,0,0,0,0,0
2,1,22,09M,4,4,5,5,1846,0,0,0,0,0,0,0,1,0,0,0,0,0
2,1,22,10L,1,2,3,4,1208,0,0,0,0,0,0,0,0,1,0,0,0,0
2,2,22,09M,1,2,2,2,1393,0,0,0,0,0,0,0,1,0,0,0,0,0
2,1,22,09M,2,5,1,4,2300,0,0,0,0,0,0,0,1,0,0,0,0,0
2,2,22,09M,1,7,2,5,1625,0,0,0,0,0,0,0,1,0,0,0,0,0
2,2,22,09M,5,2,7,7,1165,0,0,0,0,0,0,0,1,0,0,0,0,0
2,2,21,06I,4,4,6,5,1144,0,0,0,0,0,1,0,0,0,0,0,0,0
2,1,22,09M,9,2,1,7,1866,0,0,0,0,0,0,0,1,0,0,0,0,0
2,1,22,09M,6,2,1,1,1379,0,0,0,0,0,0,0,1,0,0,0,0,0
2,2,22,09M,5,2,1,1,1839,0,0,0,0,0,0,0,1,0,0,0,0,0
2,1,21,09M,6,8,2,,1548,0,0,0,0,0,0,0,1,0,0,0,0,0
2,2,21,06T,1,5,1,2,888,0,0,0,0,0,1,0,0,0,0,0,0,0
2,2,21,09M,4,4,4,4,1290,0,0,0,0,0,0,0,1,0,0,0,0,0
2,1,21,09M,6,6,1,1,1833.296875,0,0,0,0,0,0,0,1,0,0,0,0,0
2,1,21,09M,7,1,7,7,2549,0,0,0,0,0,0,0,1,0,0,0,0,0
2,2,21,06I,4,2,6,5,1860,0,0,0,0,0,1,0,0,0,0,0,0,0
2,2,21,09L,6,2,2,4,1200,0,0,0,0,0,0,0,1,0,0,0,0,0
2,1,23,13L,4,5,4,3,1596,0,0,0,0,0,0,0,0,0,1,0,0,0
2,1,20,05,1,7,7,7,1300,0,0,0,0,1,0,0,0,0,0,0,0,0
2,1,20,06I,3,2,5,4,1500,0,0,0,0,0,1,0,0,0,0,0,0,0
2,2,20,06I,1,1,1,1,1741.6953125,0,0,0,0,0,1,0,0,0,0,0,0,0
2,2,20,06T,5,5,2,3,1195,0,0,0,0,0,1,0,0,0,0,0,0,0
2,2,20,04T,2,2,2,3,800,0,0,0,1,0,0,0,0,0,0,0,0,0
2,2,19,05,1,2,2,2,1312,0,0,0,0,1,0,0,0,0,0,0,0,0
2,2,22,09L,4,2,1,1,1214,0,0,0,0,0,0,0,1,0,0,0,0,0
2,1,22,09M,1,1,2,2,1350,0,0,0,0,0,0,0,1,0,0,0,0,0
2,1,32,18L,4,4,5,6,2083.296875,0,0,0,0,0,0,0,0,0,0,0,0,1
2,2,33,17,4,4,6,6,4000,0,0,0,0,0,0,0,0,0,0,0,0,1
2,1,34,13L,1,1,1,1,3600,0,0,0,0,0,0,0,0,0,1,0,0,0
2,1,30,18M,5,4,6,6,2800,0,0,0,0,0,0,0,0,0,0,0,0,1
2,1,30,18L,4,4,6,4,2519.6875,0,0,0,0,0,0,0,0,0,0,0,0,1
2,2,29,18M,4,4,6,5,2100,0,0,0,0,0,0,0,0,0,0,0,0,1
2,1,29,18L,3,4,3,4,2330,0,0,0,0,0,0,0,0,0,0,0,0,1
2,1,28,18M,3,3,6,6,3504,0,0,0,0,0,0,0,0,0,0,0,0,1
2,1,28,18M,6,9,2,4,2100,0,0,0,0,0,0,0,0,0,0,0,0,1
2,2,28,18L,4,3,4,5,1797,0,0,0,0,0,0,0,0,0,0,0,0,1
2,2,28,18M,4,2,6,3,1800,0,0,0,0,0,0,0,0,0,0,0,0,1
2,1,28,17,2,2,3,1,2100,0,0,0,0,0,0,0,0,0,0,0,0,1
2,2,27,18M,4,4,6,6,2526,0,0,0,0,0,0,0,0,0,0,0,0,1
2,1,26,18M,3,4,4,4,1900,0,0,0,0,0,0,0,0,0,0,0,0,1
2,1,25,18L,4,4,5,5,1733.296875,0,0,0,0,0,0,0,0,0,0,0,0,1
2,1,26,18M,4,9,5,2,2600,0,0,0,0,0,0,0,0,0,0,0,0,1
2,2,25,13M,4,4,5,5,1332,0,0,0,0,0,0,0,0,0,0,1,0,0
2,1,25,13L,5,2,4,1,1790,0,0,0,0,0,0,0,0,0,1,0,0,0
2,1,25,13L,2,2,1,1,2163,0,0,0,0,0,0,0,0,0,1,0,0,0
2,2,25,13L,2,4,1,6,1725,0,0,0,0,0,0,0,0,0,1,0,0,0
2,2,25,13L,6,2,3,3,2383,0,0,0,0,0,0,0,0,0,1,0,0,0
2,2,24,14M,4,4,5,5,1610,0,0,0,0,0,0,0,0,0,0,1,0,0
2,1,24,06I,3,2,1,1,2225,0,0,0,0,0,1,0,0,0,0,0,0,0
2,1,24,16,4,2,5,5,2459,0,0,0,0,0,0,0,0,0,0,0,1,0
2,2,24,08,4,4,6,6,1930,0,0,0,0,0,0,1,0,0,0,0,0,0
1,1,24,09M,3,3,4,5,2605,0,0,0,0,0,0,0,1,0,0,0,0,0
2,1,24,16,3,4,5,5,2350,0,0,0,0,0,0,0,0,0,0,0,1,0
2,2,24,08,1,4,2,5,1600,0,0,0,0,0,0,1,0,0,0,0,0,0
2,2,24,08,4,9,6,5,1682,0,0,0,0,0,0,1,0,0,0,0,0,0
2,2,24,14L,2,3,3,2,1830,0,0,0,0,0,0,0,0,0,1,0,0,0
2,2,24,13L,4,2,1,3,2408,0,0,0,0,0,0,0,0,0,1,0,0,0
2,1,24,16,4,3,2,5,2383.296875,0,0,0,0,0,0,0,0,0,0,0,1,0
2,2,24,13M,4,2,4,4,1540,0,0,0,0,0,0,0,0,0,0,1,0,0
2,1,29,18M,5,4,6,4,5867,0,0,0,0,0,0,0,0,0,0,0,0,1
2,2,24,08,1,1,1,1,1700,0,0,0,0,0,0,1,0,0,0,0,0,0
2,1,24,13L,4,3,3,2,2113,0,0,0,0,0,0,0,0,0,1,0,0,0
2,2,23,13M,2,2,4,3,2200,0,0,0,0,0,0,0,0,0,0,1,0,0
2,2,23,13M,1,1,1,1,2275,0,0,0,0,0,0,0,0,0,0,1,0,0
2,1,23,13L,6,9,1,3,2350,0,0,0,0,0,0,0,0,0,1,0,0,0
2,1,23,09M,5,2,2,3,1321,0,0,0,0,0,0,0,1,0,0,0,0,0
2,1,23,09M,3,2,2,3,1733,0,0,0,0,0,0,0,1,0,0,0,0,0
2,2,24,13L,1,2,2,2,1791.6953125,0,0,0,0,0,0,0,0,0,1,0,0,0
2,1,23,13M,6,2,3,3,1670,0,0,0,0,0,0,0,0,0,0,1,0,0
2,1,23,13M,2,2,2,3,2100,0,0,0,0,0,0,0,0,0,0,1,0,0
2,1,23,09M,7,2,7,3,1482,0,0,0,0,0,0,0,1,0,0,0,0,0
2,1,23,13L,3,3,2,2,2467,0,0,0,0,0,0,0,0,0,1,0,0,0
2,1,23,13M,1,2,1,1,1833.296875,0,0,0,0,0,0,0,0,0,0,1,0,0
2,2,22,08,4,4,6,6,1610,0,0,0,0,0,0,1,0,0,0,0,0,0
2,1,30,18M,8,9,,3,3108,0,0,0,0,0,0,0,0,0,0,0,0,1
2,1,23,09M,6,4,4,5,2250,0,0,0,0,0,0,0,1,0,0,0,0,0
2,1,23,13L,1,9,1,2,2200,0,0,0,0,0,0,0,0,0,1,0,0,0
2,1,23,10L,7,7,7,7,1681,0,0,0,0,0,0,0,0,1,0,0,0,0
2,2,23,13L,4,9,6,6,1900,0,0,0,0,0,0,0,0,0,1,0,0,0
2,2,26,18M,5,2,2,4,1498,0,0,0,0,0,0,0,0,0,0,0,0,1
2,1,22,09M,1,1,7,7,1200,0,0,0,0,0,0,0,1,0,0,0,0,0
2,1,22,09M,2,2,6,4,1700,0,0,0,0,0,0,0,1,0,0,0,0,0
2,1,22,09L,2,1,1,3,1540,0,0,0,0,0,0,0,1,0,0,0,0,0
2,1,22,09M,4,4,6,5,1550,0,0,0,0,0,0,0,1,0,0,0,0,0
2,1,22,09M,2,8,1,,1783.296875,0,0,0,0,0,0,0,1,0,0,0,0,0
2,1,22,09M,8,3,,7,1517,0,0,0,0,0,0,0,1,0,0,0,0,0
2,1,22,10M,5,2,5,5,1875.6875,0,0,0,0,0,0,0,0,1,0,0,0,0
2,1,22,09M,1,4,2,3,2376,0,0,0,0,0,0,0,1,0,0,0,0,0
2,1,23,09L,2,9,7,3,1452,0,0,0,0,0,0,0,1,0,0,0,0,0
2,2,22,09M,5,5,2,2,1624.6875,0,0,0,0,0,0,0,1,0,0,0,0,0
2,1,21,09L,1,1,2,2,2129,0,0,0,0,0,0,0,1,0,0,0,0,0
2,1,21,06I,5,9,3,3,1400,0,0,0,0,0,1,0,0,0,0,0,0,0
2,1,21,09M,4,2,6,3,2074.6992188,0,0,0,0,0,0,0,1,0,0,0,0,0
2,2,21,10L,3,2,1,3,1138,0,0,0,0,0,0,0,0,1,0,0,0,0
2,1,21,09M,2,2,2,2,1625,0,0,0,0,0,0,0,1,0,0,0,0,0
2,1,21,06T,3,4,2,5,1480,0,0,0,0,0,1,0,0,0,0,0,0,0
2,1,21,09M,1,1,2,1,2200,0,0,0,0,0,0,0,1,0,0,0,0,0
2,2,21,09M,1,2,2,2,1300,0,0,0,0,0,0,0,1,0,0,0,0,0
2,1,22,09M,4,5,6,4,1469,0,0,0,0,0,0,0,1,0,0,0,0,0
2,1,21,10M,3,2,3,7,1884,0,0,0,0,0,0,0,0,1,0,0,0,0
2,1,21,06I,2,2,2,2,1300,0,0,0,0,0,1,0,0,0,0,0,0,0
2,2,22,09M,2,2,2,3,1585,0,0,0,0,0,0,0,1,0,0,0,0,0
2,1,21,06T,4,3,3,3,1350,0,0,0,0,0,1,0,0,0,0,0,0,0
2,1,22,09M,4,7,5,3,1504,0,0,0,0,0,0,0,1,0,0,0,0,0
2,1,21,09M,1,4,2,5,1611,0,0,0,0,0,0,0,1,0,0,0,0,0
2,1,21,09M,1,2,1,4,2001.6953125,0,0,0,0,0,0,0,1,0,0,0,0,0
2,1,21,09M,3,3,4,3,1441.296875,0,0,0,0,0,0,0,1,0,0,0,0,0
2,1,21,09M,5,2,3,5,2252,0,0,0,0,0,0,0,1,0,0,0,0,0
2,1,20,09M,3,3,1,3,1683.296875,0,0,0,0,0,0,0,1,0,0,0,0,0
2,2,25,16,5,3,2,4,1392,0,0,0,0,0,0,0,0,0,0,0,1,0
2,2,21,06T,2,2,2,5,1303,0,0,0,0,0,1,0,0,0,0,0,0,0
2,2,21,09M,7,2,7,4,1915,0,0,0,0,0,0,0,1,0,0,0,0,0
2,1,21,09M,7,2,1,3,1630,0,0,0,0,0,0,0,1,0,0,0,0,0
2,2,21,05,3,7,4,3,1298,0,0,0,0,1,0,0,0,0,0,0,0,0
2,2,22,05,1,1,1,1,1512.5,0,0,0,0,1,0,0,0,0,0,0,0,0
2,1,21,09M,4,4,5,5,1517,0,0,0,0,0,0,0,1,0,0,0,0,0
2,1,27,18M,3,2,7,3,1610,0,0,0,0,0,0,0,0,0,0,0,0,1
2,2,20,04T,3,2,4,3,1438,0,0,0,1,0,0,0,0,0,0,0,0,0
2,1,21,06T,1,2,2,1,1700,0,0,0,0,0,1,0,0,0,0,0,0,0
2,2,26,18M,4,9,6,3,2713.296875,0,0,0,0,0,0,0,0,0,0,0,0,1
2,1,19,05,4,4,5,6,1189,0,0,0,0,1,0,0,0,0,0,0,0,0
2,1,19,04T,1,1,2,2,950,0,0,0,1,0,0,0,0,0,0,0,0,0
2,1,19,05,4,4,3,3,2000,0,0,0,0,1,0,0,0,0,0,0,0,0
2,1,23,09M,3,9,1,1,1414,0,0,0,0,0,0,0,1,0,0,0,0,0
2,2,20,06T,4,4,6,6,1230,0,0,0,0,0,1,0,0,0,0,0,0,0
2,2,20,04T,2,2,2,3,1400,0,0,0,1,0,0,0,0,0,0,0,0,0
2,1,21,09M,5,5,2,2,1866.6875,0,0,0,0,0,0,0,1,0,0,0,0,0
2,1,21,09M,3,2,4,4,1770,0,0,0,0,0,0,0,1,0,0,0,0,0
2,2,29,18M,2,2,3,4,3019,0,0,0,0,0,0,0,0,0,0,0,0,1
2,1,28,18M,4,2,7,3,2275,0,0,0,0,0,0,0,0,0,0,0,0,1
2,1,28,13M,4,4,6,6,2000,0,0,0,0,0,0,0,0,0,0,1,0,0
2,1,27,18L,4,4,6,5,2403,0,0,0,0,0,0,0,0,0,0,0,0,1
2,2,28,18M,4,4,5,5,2400,0,0,0,0,0,0,0,0,0,0,0,0,1
2,2,30,13L,2,8,3,,1800,0,0,0,0,0,0,0,0,0,1,0,0,0
2,2,27,18M,4,4,4,4,1600,0,0,0,0,0,0,0,0,0,0,0,0,1
2,1,26,18M,2,2,3,2,3500,0,0,0,0,0,0,0,0,0,0,0,0,1
2,1,27,18M,8,1,,2,2300,0,0,0,0,0,0,0,0,0,0,0,0,1
2,1,27,18L,4,2,5,5,2250,0,0,0,0,0,0,0,0,0,0,0,0,1
2,1,26,18M,4,4,5,5,1796,0,0,0,0,0,0,0,0,0,0,0,0,1
2,1,26,18M,4,9,6,5,2500,0,0,0,0,0,0,0,0,0,0,0,0,1
2,2,26,18M,4,3,6,5,2500,0,0,0,0,0,0,0,0,0,0,0,0,1
2,1,26,13M,2,2,5,3,2140,0,0,0,0,0,0,0,0,0,0,1,0,0
2,2,26,13L,3,4,5,6,3833,0,0,0,0,0,0,0,0,0,1,0,0,0
2,2,25,09M,2,2,2,2,1950,0,0,0,0,0,0,0,1,0,0,0,0,0
2,2,25,13L,2,4,1,1,2000,0,0,0,0,0,0,0,0,0,1,0,0,0
2,2,25,13L,4,1,1,1,1205,0,0,0,0,0,0,0,0,0,1,0,0,0
2,1,25,09M,5,1,2,2,1466,0,0,0,0,0,0,0,1,0,0,0,0,0
2,2,30,12L,4,4,5,6,1591,0,0,0,0,0,0,0,0,1,0,0,0,0
2,1,25,13M,4,2,6,3,1725,0,0,0,0,0,0,0,0,0,0,1,0,0
2,1,24,13L,3,4,7,4,1412,0,0,0,0,0,0,0,0,0,1,0,0,0
2,1,25,09M,4,4,1,5,2403,0,0,0,0,0,0,0,1,0,0,0,0,0
2,1,26,18M,7,7,6,4,3000,0,0,0,0,0,0,0,0,0,0,0,0,1
2,1,25,13M,3,2,3,2,1130,0,0,0,0,0,0,0,0,0,0,1,0,0
2,1,27,13L,5,5,1,1,1495,0,0,0,0,0,0,0,0,0,1,0,0,0
2,1,27,18M,1,2,1,5,1800,0,0,0,0,0,0,0,0,0,0,0,0,1
2,2,25,16,6,4,3,5,1400,0,0,0,0,0,0,0,0,0,0,0,1,0
2,1,29,18L,4,4,5,5,1550,0,0,0,0,0,0,0,0,0,0,0,0,1
2,1,29,18M,3,4,1,5,2350,0,0,0,0,0,0,0,0,0,0,0,0,1
2,1,29,18M,1,7,1,2,2400,0,0,0,0,0,0,0,0,0,0,0,0,1
2,1,31,18L,5,4,4,4,2500,0,0,0,0,0,0,0,0,0,0,0,0,1
2,1,28,18M,4,2,6,1,2900,0,0,0,0,0,0,0,0,0,0,0,0,1
2,1,26,13L,4,4,6,6,1480,0,0,0,0,0,0,0,0,0,1,0,0,0
2,2,25,08,4,2,7,3,2400,0,0,0,0,0,0,1,0,0,0,0,0,0
2,1,29,18M,4,7,1,7,2700,0,0,0,0,0,0,0,0,0,0,0,0,1
2,1,29,18M,4,2,6,6,2925,0,0,0,0,0,0,0,0,0,0,0,0,1
2,1,27,18M,3,1,2,2,2600,0,0,0,0,0,0,0,0,0,0,0,0,1
2,1,31,18L,2,4,4,5,2000,0,0,0,0,0,0,0,0,0,0,0,0,1
2,2,24,08,2,2,1,3,1900,0,0,0,0,0,0,1,0,0,0,0,0,0
2,2,24,13L,2,2,4,4,1933.296875,0,0,0,0,0,0,0,0,0,1,0,0,0
2,2,24,08,3,2,3,3,1930,0,0,0,0,0,0,1,0,0,0,0,0,0
2,1,28,18M,4,4,5,5,2000,0,0,0,0,0,0,0,0,0,0,0,0,1
2,2,24,16,1,1,2,2,1491,0,0,0,0,0,0,0,0,0,0,0,1,0
2,2,24,13L,4,4,6,6,1583.296875,0,0,0,0,0,0,0,0,0,1,0,0,0
2,2,24,07T,3,6,3,2,2270,0,0,0,0,0,1,0,0,0,0,0,0,0
2,1,24,13L,5,4,6,6,1696,0,0,0,0,0,0,0,0,0,1,0,0,0
2,2,23,13L,4,2,1,2,1408,0,0,0,0,0,0,0,0,0,1,0,0,0
2,2,23,13L,4,9,6,6,1700,0,0,0,0,0,0,0,0,0,1,0,0,0
2,1,23,09M,4,1,2,2,2000,0,0,0,0,0,0,0,1,0,0,0,0,0
2,2,23,06T,1,1,2,2,1652,0,0,0,0,0,1,0,0,0,0,0,0,0
1,1,23,09M,5,3,4,3,2208.6953125,0,0,0,0,0,0,0,1,0,0,0,0,0
2,2,23,13L,4,2,3,1,1700,0,0,0,0,0,0,0,0,0,1,0,0,0
1,1,23,09M,2,2,1,1,1713.6875,0,0,0,0,0,0,0,1,0,0,0,0,0
2,1,23,13L,5,5,2,2,1953,0,0,0,0,0,0,0,0,0,1,0,0,0
2,1,23,16,2,2,1,2,3458,0,0,0,0,0,0,0,0,0,0,0,1,0
2,2,22,13M,2,2,6,6,1900,0,0,0,0,0,0,0,0,0,0,1,0,0
2,1,22,09M,2,2,7,3,1463,0,0,0,0,0,0,0,1,0,0,0,0,0
2,1,23,13L,1,4,2,5,2167,0,0,0,0,0,0,0,0,0,1,0,0,0
2,2,22,05,4,4,6,6,1279,0,0,0,0,1,0,0,0,0,0,0,0,0
2,1,28,18M,8,4,,6,2400,0,0,0,0,0,0,0,0,0,0,0,0,1
2,1,22,09M,2,2,5,2,1563,0,0,0,0,0,0,0,1,0,0,0,0,0
2,1,22,04I,1,2,1,1,1572,0,0,1,0,0,0,0,0,0,0,0,0,0
2,2,22,09L,1,1,3,2,1433,0,0,0,0,0,0,0,1,0,0,0,0,0
2,2,22,10L,1,9,2,7,1377,0,0,0,0,0,0,0,0,1,0,0,0,0
2,1,21,03T,1,2,7,4,1157,0,0,0,1,0,0,0,0,0,0,0,0,0
2,1,21,09M,1,2,2,5,1300,0,0,0,0,0,0,0,1,0,0,0,0,0
2,2,21,09M,2,2,2,2,1683.296875,0,0,0,0,0,0,0,1,0,0,0,0,0
1,2,21,09M,9,3,7,3,1625,0,0,0,0,0,0,0,1,0,0,0,0,0
2,2,21,09M,1,4,2,3,1211,0,0,0,0,0,0,0,1,0,0,0,0,0
2,2,21,04T,2,2,4,3,1439,0,0,0,1,0,0,0,0,0,0,0,0,0
2,1,21,09M,1,4,2,3,1416.6875,0,0,0,0,0,0,0,1,0,0,0,0,0
2,2,20,04T,2,2,1,7,908.6953125,0,0,0,1,0,0,0,0,0,0,0,0,0
2,1,20,05,3,2,2,2,1083,0,0,0,0,1,0,0,0,0,0,0,0,0
2,1,20,03T,2,9,2,1,1469,0,0,0,1,0,0,0,0,0,0,0,0,0
2,1,20,06I,2,2,3,3,1805,0,0,0,0,0,1,0,0,0,0,0,0,0
2,1,20,04T,1,9,2,1,1408,0,0,0,1,0,0,0,0,0,0,0,0,0
2,1,25,13M,5,4,3,5,2146,0,0,0,0,0,0,0,0,0,0,1,0,0
2,1,25,16,4,4,4,6,2065,0,0,0,0,0,0,0,0,0,0,0,1,0
2,2,19,05,7,9,7,2,950,0,0,0,0,1,0,0,0,0,0,0,0,0
2,2,19,03T,9,1,7,2,1680,0,0,0,1,0,0,0,0,0,0,0,0,0
2,1,19,05,2,5,7,3,2000,0,0,0,0,1,0,0,0,0,0,0,0,0
2,1,19,05,2,2,2,4,1164.1875,0,0,0,0,1,0,0,0,0,0,0,0,0
2,1,19,05,4,4,5,7,1379,0,0,0,0,1,0,0,0,0,0,0,0,0
2,2,19,05,2,2,2,1,1099,0,0,0,0,1,0,0,0,0,0,0,0,0
