CFA,Q1,AGE13,PHD,CA9C,CA10C,CA11,CA12,SALPRSFIN,DIPL0,DIPL1,DIPL2a,DIPL2b,DIPL2c,DIPL3,DIPL4,DIPL5a,DIPL5b,DIPL6a,DIPL6b,DIPL6c,DIPL7
2,2,21,06T,1,2,1,2,1105,0,0,0,0,0,1,0,0,0,0,0,0,0
2,1,20,03I,2,7,7,7,1250,0,0,1,0,0,0,0,0,0,0,0,0,0
2,1,20,06I,3,3,5,4,1440,0,0,0,0,0,1,0,0,0,0,0,0,0
2,2,20,02T,2,2,7,7,1500,0,1,0,0,0,0,0,0,0,0,0,0,0
2,1,22,03I,2,9,3,3,1400,0,0,1,0,0,0,0,0,0,0,0,0,0
2,2,20,06I,1,9,1,1,1600,0,0,0,0,0,1,0,0,0,0,0,0,0
2,2,20,06T,1,3,1,3,1575,0,0,0,0,0,1,0,0,0,0,0,0,0
2,1,21,03I,1,7,1,7,1530,0,0,1,0,0,0,0,0,0,0,0,0,0
2,2,20,03T,2,4,1,3,1625,0,0,0,1,0,0,0,0,0,0,0,0,0
2,1,20,03I,1,2,2,3,1450,0,0,1,0,0,0,0,0,0,0,0,0,0
2,1,20,06I,1,9,1,1,2160,0,0,0,0,0,1,0,0,0,0,0,0,0
2,1,21,06T,2,8,1,,1583,0,0,0,0,0,1,0,0,0,0,0,0,0
2,1,20,02T,7,1,7,2,1300,0,1,0,0,0,0,0,0,0,0,0,0,0
2,1,21,03I,5,9,2,2,1142,0,0,1,0,0,0,0,0,0,0,0,0,0
2,1,20,03T,2,2,2,2,898.5,0,0,0,1,0,0,0,0,0,0,0,0,0
2,1,20,06I,2,2,3,2,1600.296875,0,0,0,0,0,1,0,0,0,0,0,0,0
2,1,20,04T,7,7,1,1,1550,0,0,0,1,0,0,0,0,0,0,0,0,0
2,2,20,06T,1,1,7,1,1142,0,0,0,0,0,1,0,0,0,0,0,0,0
2,1,19,03I,2,2,7,3,1300,0,0,1,0,0,0,0,0,0,0,0,0,0
2,1,19,03I,3,9,1,3,1733,0,0,1,0,0,0,0,0,0,0,0,0,0
2,1,19,03I,5,4,1,4,1497,0,0,1,0,0,0,0,0,0,0,0,0,0
2,1,19,01,1,2,4,1,1742,1,0,0,0,0,0,0,0,0,0,0,0,0
2,1,19,03I,1,1,2,2,1523.6699219,0,0,1,0,0,0,0,0,0,0,0,0,0
2,2,19,03T,5,5,1,1,1312,0,0,0,1,0,0,0,0,0,0,0,0,0
2,1,19,03I,2,2,1,1,1417,0,0,1,0,0,0,0,0,0,0,0,0,0
2,1,20,03I,1,1,1,1,1850,0,0,1,0,0,0,0,0,0,0,0,0,0
2,2,19,03T,5,2,1,2,1300,0,0,0,1,0,0,0,0,0,0,0,0,0
2,1,19,03I,2,2,1,1,1500,0,0,1,0,0,0,0,0,0,0,0,0,0
2,1,19,02I,5,5,1,3,1242,0,1,0,0,0,0,0,0,0,0,0,0,0
2,1,18,03T,7,7,7,7,1200,0,0,0,1,0,0,0,0,0,0,0,0,0
2,1,19,01,8,9,,2,1200,1,0,0,0,0,0,0,0,0,0,0,0,0
2,1,18,03I,4,4,2,7,1807,0,0,1,0,0,0,0,0,0,0,0,0,0
2,2,18,02T,1,2,1,3,1180,0,1,0,0,0,0,0,0,0,0,0,0,0
2,1,18,03T,7,2,7,7,1451,0,0,0,1,0,0,0,0,0,0,0,0,0
2,1,19,03I,2,2,1,1,1517,0,0,1,0,0,0,0,0,0,0,0,0,0
2,1,18,01,2,2,7,7,1507,1,0,0,0,0,0,0,0,0,0,0,0,0
2,2,19,03T,2,2,3,3,1200,0,0,0,1,0,0,0,0,0,0,0,0,0
2,2,18,04T,5,5,2,2,1142,0,0,0,1,0,0,0,0,0,0,0,0,0
2,1,19,03I,5,9,1,1,1350,0,0,1,0,0,0,0,0,0,0,0,0,0
2,1,19,03I,1,1,4,1,1347,0,0,1,0,0,0,0,0,0,0,0,0,0
2,1,19,01,2,2,1,1,1549,1,0,0,0,0,0,0,0,0,0,0,0,0
2,2,18,02T,5,9,1,1,835,0,1,0,0,0,0,0,0,0,0,0,0,0
2,1,19,03T,1,2,1,1,1142,0,0,0,1,0,0,0,0,0,0,0,0,0
2,1,19,01,2,7,3,2,1339,1,0,0,0,0,0,0,0,0,0,0,0,0
2,1,19,02I,2,2,7,7,1129,0,1,0,0,0,0,0,0,0,0,0,0,0
2,1,17,02I,9,5,1,1,2167,0,1,0,0,0,0,0,0,0,0,0,0,0
2,1,18,02I,1,1,2,1,1411,0,1,0,0,0,0,0,0,0,0,0,0,0
2,1,17,01,5,2,7,4,1142,1,0,0,0,0,0,0,0,0,0,0,0,0
2,1,19,01,5,2,6,4,894,1,0,0,0,0,0,0,0,0,0,0,0,0
2,1,16,01,4,7,5,7,1396,1,0,0,0,0,0,0,0,0,0,0,0,0
2,1,16,01,7,4,3,7,1291,1,0,0,0,0,0,0,0,0,0,0,0,0
2,2,21,02T,1,2,3,3,1300,0,1,0,0,0,0,0,0,0,0,0,0,0
2,2,22,06T,5,5,1,3,2725,0,0,0,0,0,1,0,0,0,0,0,0,0
2,1,20,02I,7,2,7,1,1211.6875,0,1,0,0,0,0,0,0,0,0,0,0,0
2,2,21,06T,1,1,1,3,1283,0,0,0,0,0,1,0,0,0,0,0,0,0
2,1,24,06I,4,2,2,3,2033,0,0,0,0,0,1,0,0,0,0,0,0,0
2,2,20,06T,7,7,1,3,1340.296875,0,0,0,0,0,1,0,0,0,0,0,0,0
2,2,24,06T,8,9,,1,1750,0,0,0,0,0,1,0,0,0,0,0,0,0
2,2,20,06T,7,9,7,7,1464,0,0,0,0,0,1,0,0,0,0,0,0,0
2,1,20,03I,2,2,7,7,1650,0,0,1,0,0,0,0,0,0,0,0,0,0
2,1,20,03T,2,2,7,7,1470,0,0,0,1,0,0,0,0,0,0,0,0,0
2,1,23,06I,2,2,1,1,1270,0,0,0,0,0,1,0,0,0,0,0,0,0
2,2,22,06T,5,9,7,7,1500,0,0,0,0,0,1,0,0,0,0,0,0,0
2,2,23,03T,8,2,,1,1200,0,0,0,1,0,0,0,0,0,0,0,0,0
2,2,22,06T,4,4,7,4,1142,0,0,0,0,0,1,0,0,0,0,0,0,0
2,1,22,06I,4,4,7,5,1200.296875,0,0,0,0,0,1,0,0,0,0,0,0,0
2,1,22,06T,2,2,1,5,933,0,0,0,0,0,1,0,0,0,0,0,0,0
2,2,22,06T,2,2,1,2,2170,0,0,0,0,0,1,0,0,0,0,0,0,0
2,1,26,03I,3,9,7,1,1120,0,0,1,0,0,0,0,0,0,0,0,0,0
2,1,21,06T,3,2,1,2,2230,0,0,0,0,0,1,0,0,0,0,0,0,0
2,2,22,03T,2,9,3,1,1680,0,0,0,1,0,0,0,0,0,0,0,0,0
2,2,21,06T,1,1,1,1,1300,0,0,0,0,0,1,0,0,0,0,0,0,0
2,1,21,04I,2,2,1,1,2000,0,0,1,0,0,0,0,0,0,0,0,0,0
2,2,21,11L,4,2,3,5,1500,0,0,0,0,0,0,0,0,1,0,0,0,0
2,1,21,03I,1,2,7,3,2070,0,0,1,0,0,0,0,0,0,0,0,0,0
2,1,21,03I,2,2,7,7,1200,0,0,1,0,0,0,0,0,0,0,0,0,0
2,2,20,01,3,2,7,7,1142,1,0,0,0,0,0,0,0,0,0,0,0,0
2,1,21,06T,5,9,7,7,1090,0,0,0,0,0,1,0,0,0,0,0,0,0
2,1,21,02I,2,2,1,1,1250,0,1,0,0,0,0,0,0,0,0,0,0,0
2,2,20,02T,2,2,7,7,1480,0,1,0,0,0,0,0,0,0,0,0,0,0
2,1,19,06T,4,2,1,5,1765,0,0,0,0,0,1,0,0,0,0,0,0,0
2,2,20,06T,8,9,,1,1600,0,0,0,0,0,1,0,0,0,0,0,0,0
2,2,20,06T,2,2,7,7,1650,0,0,0,0,0,1,0,0,0,0,0,0,0
2,1,20,02I,1,1,2,2,800,0,1,0,0,0,0,0,0,0,0,0,0,0
2,1,20,06I,3,4,2,6,2492,0,0,0,0,0,1,0,0,0,0,0,0,0
2,1,20,03I,4,4,1,3,1470,0,0,1,0,0,0,0,0,0,0,0,0,0
2,1,20,03I,4,2,2,2,1142,0,0,1,0,0,0,0,0,0,0,0,0,0
2,2,20,02T,2,1,1,2,1453.296875,0,1,0,0,0,0,0,0,0,0,0,0,0
2,2,20,03T,2,2,3,1,1500,0,0,0,1,0,0,0,0,0,0,0,0,0
2,2,21,04T,4,7,1,1,1223,0,0,0,1,0,0,0,0,0,0,0,0,0
2,1,19,03I,4,4,1,3,2200,0,0,1,0,0,0,0,0,0,0,0,0,0
2,1,19,01,5,9,1,3,973,1,0,0,0,0,0,0,0,0,0,0,0,0
2,2,19,04T,8,2,,7,1300,0,0,0,1,0,0,0,0,0,0,0,0,0
2,1,19,03T,7,2,7,1,1500,0,0,0,1,0,0,0,0,0,0,0,0,0
2,2,19,04T,4,4,4,3,1517,0,0,0,1,0,0,0,0,0,0,0,0,0
2,1,19,01,4,4,6,6,1123,1,0,0,0,0,0,0,0,0,0,0,0,0
2,2,19,04T,2,2,2,3,1300,0,0,0,1,0,0,0,0,0,0,0,0,0
2,2,19,03T,2,9,7,7,1517.6699219,0,0,0,1,0,0,0,0,0,0,0,0,0
2,1,19,03T,1,1,1,1,1700,0,0,0,1,0,0,0,0,0,0,0,0,0
2,2,19,03T,1,2,1,1,1261,0,0,0,1,0,0,0,0,0,0,0,0,0
2,2,19,04T,2,4,3,3,2933,0,0,0,1,0,0,0,0,0,0,0,0,0
2,2,20,02I,7,7,7,7,1396,0,1,0,0,0,0,0,0,0,0,0,0,0
2,1,19,04T,3,2,7,2,1416,0,0,0,1,0,0,0,0,0,0,0,0,0
2,2,20,06T,2,2,7,3,1150,0,0,0,0,0,1,0,0,0,0,0,0,0
2,1,18,03I,5,2,1,4,1375,0,0,1,0,0,0,0,0,0,0,0,0,0
2,1,18,01,5,5,1,3,1925,1,0,0,0,0,0,0,0,0,0,0,0,0
2,1,18,03I,5,2,1,2,1142,0,0,1,0,0,0,0,0,0,0,0,0,0
2,1,18,02I,4,2,6,3,1500,0,1,0,0,0,0,0,0,0,0,0,0,0
2,1,18,02I,7,9,7,4,1367,0,1,0,0,0,0,0,0,0,0,0,0,0
2,2,19,03T,1,1,7,1,1900,0,0,0,1,0,0,0,0,0,0,0,0,0
2,1,18,03I,7,2,1,1,1272.796875,0,0,1,0,0,0,0,0,0,0,0,0,0
2,2,18,04T,4,2,1,2,1142.6875,0,0,0,1,0,0,0,0,0,0,0,0,0
2,2,18,05,1,2,2,2,1742,0,0,0,0,1,0,0,0,0,0,0,0,0
2,1,18,02I,5,2,2,2,1268,0,1,0,0,0,0,0,0,0,0,0,0,0
2,1,19,01,2,2,3,3,1270,1,0,0,0,0,0,0,0,0,0,0,0,0
2,2,19,04T,6,9,1,1,1459,0,0,0,1,0,0,0,0,0,0,0,0,0
2,1,18,05,2,2,1,2,1900,0,0,0,0,1,0,0,0,0,0,0,0,0
2,1,18,03T,1,2,7,4,1600,0,0,0,1,0,0,0,0,0,0,0,0,0
2,1,18,03I,1,4,2,4,1193,0,0,1,0,0,0,0,0,0,0,0,0,0
2,1,18,01,5,2,1,3,2500,1,0,0,0,0,0,0,0,0,0,0,0,0
2,1,18,02T,1,2,3,3,1300,0,1,0,0,0,0,0,0,0,0,0,0,0
2,2,18,03T,2,2,5,4,1522,0,0,0,1,0,0,0,0,0,0,0,0,0
2,2,18,05,4,3,3,3,1354,0,0,0,0,1,0,0,0,0,0,0,0,0
2,2,18,01,2,2,1,1,1300,1,0,0,0,0,0,0,0,0,0,0,0,0
2,1,18,01,7,2,7,7,1286,1,0,0,0,0,0,0,0,0,0,0,0,0
2,1,18,02T,7,7,7,7,1950,0,1,0,0,0,0,0,0,0,0,0,0,0
2,1,17,02T,2,2,1,3,1860,0,1,0,0,0,0,0,0,0,0,0,0,0
2,1,18,02I,8,2,,2,1200,0,1,0,0,0,0,0,0,0,0,0,0,0
2,1,18,02I,2,9,7,7,1226.6992188,0,1,0,0,0,0,0,0,0,0,0,0,0
2,1,18,02T,2,2,7,7,1500,0,1,0,0,0,0,0,0,0,0,0,0,0
2,2,18,01,2,2,7,7,1300,1,0,0,0,0,0,0,0,0,0,0,0,0
2,1,17,02T,1,2,1,1,1262,0,1,0,0,0,0,0,0,0,0,0,0,0
2,1,21,06I,1,1,2,5,1126,0,0,0,0,0,1,0,0,0,0,0,0,0
2,2,17,01,2,7,7,7,1203,1,0,0,0,0,0,0,0,0,0,0,0,0
2,2,16,01,7,2,7,1,1200,1,0,0,0,0,0,0,0,0,0,0,0,0
2,1,21,03T,1,2,1,1,1120,0,0,0,1,0,0,0,0,0,0,0,0,0
2,1,22,06I,1,1,7,7,1842,0,0,0,0,0,1,0,0,0,0,0,0,0
2,1,16,01,5,7,7,7,1890,1,0,0,0,0,0,0,0,0,0,0,0,0
2,1,15,01,2,2,1,4,700,1,0,0,0,0,0,0,0,0,0,0,0,0
2,2,19,02T,2,2,1,1,1590,0,1,0,0,0,0,0,0,0,0,0,0,0
2,1,19,05,5,8,1,,1500,0,0,0,0,1,0,0,0,0,0,0,0,0
2,1,18,01,3,2,3,3,1500,1,0,0,0,0,0,0,0,0,0,0,0,0
2,2,24,02T,7,7,1,1,1487,0,1,0,0,0,0,0,0,0,0,0,0,0
2,1,20,03T,5,3,7,7,1500,0,0,0,1,0,0,0,0,0,0,0,0,0
2,1,23,07I,5,4,2,4,2058,0,0,0,0,0,1,0,0,0,0,0,0,0
2,1,20,01,7,2,7,7,1398,1,0,0,0,0,0,0,0,0,0,0,0,0
2,2,29,03T,2,2,1,2,1850,0,0,0,1,0,0,0,0,0,0,0,0,0
2,1,20,02I,4,9,3,2,1144,0,1,0,0,0,0,0,0,0,0,0,0,0
2,1,20,03I,2,2,3,2,1984,0,0,1,0,0,0,0,0,0,0,0,0,0
2,2,21,06T,5,2,1,1,1733,0,0,0,0,0,1,0,0,0,0,0,0,0
2,2,21,03T,7,9,2,2,1141,0,0,0,1,0,0,0,0,0,0,0,0,0
2,1,21,06T,2,4,7,5,1550,0,0,0,0,0,1,0,0,0,0,0,0,0
2,1,21,03I,2,7,1,1,1200,0,0,1,0,0,0,0,0,0,0,0,0,0
2,1,21,09M,2,1,2,2,1300,0,0,0,0,0,0,0,1,0,0,0,0,0
2,1,21,03I,2,2,1,2,1350,0,0,1,0,0,0,0,0,0,0,0,0,0
2,2,20,04T,1,2,7,7,1300,0,0,0,1,0,0,0,0,0,0,0,0,0
2,2,20,04T,6,2,7,7,1635,0,0,0,1,0,0,0,0,0,0,0,0,0
2,1,20,01,2,7,2,3,1268,1,0,0,0,0,0,0,0,0,0,0,0,0
2,1,20,02I,2,1,1,3,1606,0,1,0,0,0,0,0,0,0,0,0,0,0
2,2,20,06T,1,2,1,7,1190,0,0,0,0,0,1,0,0,0,0,0,0,0
2,1,19,03T,7,9,7,7,1120,0,0,0,1,0,0,0,0,0,0,0,0,0
2,1,20,02I,1,1,1,1,1192,0,1,0,0,0,0,0,0,0,0,0,0,0
2,1,20,03T,2,2,7,2,1200,0,0,0,1,0,0,0,0,0,0,0,0,0
2,1,19,01,4,2,7,7,1243,1,0,0,0,0,0,0,0,0,0,0,0,0
2,2,19,03T,2,2,7,7,1000,0,0,0,1,0,0,0,0,0,0,0,0,0
2,1,18,05,4,4,3,3,1511,0,0,0,0,1,0,0,0,0,0,0,0,0
2,2,18,01,9,9,1,2,595,1,0,0,0,0,0,0,0,0,0,0,0,0
2,1,18,03I,2,2,7,7,728,0,0,1,0,0,0,0,0,0,0,0,0,0
2,2,18,01,1,9,2,1,600,1,0,0,0,0,0,0,0,0,0,0,0,0
2,1,18,03T,4,4,3,1,1476,0,0,0,1,0,0,0,0,0,0,0,0,0
2,2,18,02I,2,2,3,2,1462,0,1,0,0,0,0,0,0,0,0,0,0,0
2,1,21,06T,2,3,2,3,1332,0,0,0,0,0,1,0,0,0,0,0,0,0
2,1,20,01,2,2,1,2,1194,1,0,0,0,0,0,0,0,0,0,0,0,0
2,1,17,03I,2,2,1,1,3283,0,0,1,0,0,0,0,0,0,0,0,0,0
2,1,19,03I,6,2,1,1,1342,0,0,1,0,0,0,0,0,0,0,0,0,0
2,2,18,03T,5,2,2,2,950,0,0,0,1,0,0,0,0,0,0,0,0,0
2,1,19,05,7,2,7,1,1565,0,0,0,0,1,0,0,0,0,0,0,0,0
2,2,24,10L,2,2,1,1,1600,0,0,0,0,0,0,0,0,1,0,0,0,0
2,1,21,03I,3,2,2,3,1645,0,0,1,0,0,0,0,0,0,0,0,0,0
2,1,21,06T,4,7,6,2,1136,0,0,0,0,0,1,0,0,0,0,0,0,0
2,2,20,06T,1,1,2,2,1370,0,0,0,0,0,1,0,0,0,0,0,0,0
2,1,19,03I,2,2,1,1,1300,0,0,1,0,0,0,0,0,0,0,0,0,0
2,1,19,04I,2,2,2,3,1600,0,0,1,0,0,0,0,0,0,0,0,0,0
2,1,18,04T,2,2,7,3,1141,0,0,0,1,0,0,0,0,0,0,0,0,0
2,1,18,02I,2,2,7,7,1300,0,1,0,0,0,0,0,0,0,0,0,0,0
2,1,21,03T,2,2,3,3,1541,0,0,0,1,0,0,0,0,0,0,0,0,0
2,1,19,01,1,9,1,1,1479,1,0,0,0,0,0,0,0,0,0,0,0,0
2,2,18,01,7,6,7,4,1410,1,0,0,0,0,0,0,0,0,0,0,0,0
2,2,19,01,2,9,7,2,1700,1,0,0,0,0,0,0,0,0,0,0,0,0
2,1,21,02I,2,9,7,7,1300,0,1,0,0,0,0,0,0,0,0,0,0,0
2,1,19,04T,2,2,3,2,1400,0,0,0,1,0,0,0,0,0,0,0,0,0
2,2,22,06T,3,5,2,2,2025,0,0,0,0,0,1,0,0,0,0,0,0,0
2,2,20,04T,7,2,7,4,1180,0,0,0,1,0,0,0,0,0,0,0,0,0
2,1,19,03I,7,2,7,3,2692,0,0,1,0,0,0,0,0,0,0,0,0,0
1,2,24,09L,4,4,1,4,2229,0,0,0,0,0,0,0,1,0,0,0,0,0
1,1,23,11L,2,2,1,5,2628,0,0,0,0,0,0,0,0,1,0,0,0,0
1,1,21,02T,7,2,7,2,1434,0,1,0,0,0,0,0,0,0,0,0,0,0
1,2,21,03I,8,2,,1,1408,0,0,1,0,0,0,0,0,0,0,0,0,0
1,2,19,03I,8,2,,2,2392,0,0,1,0,0,0,0,0,0,0,0,0,0
1,2,18,01,7,5,4,1,1500,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,21,06I,7,1,7,7,1476,0,0,0,0,0,1,0,0,0,0,0,0,0
1,1,23,03I,4,4,5,4,1612.5,0,0,1,0,0,0,0,0,0,0,0,0,0
1,2,25,02I,9,1,1,1,1641.6992188,0,1,0,0,0,0,0,0,0,0,0,0,0
1,1,24,06I,5,2,7,7,1478,0,0,0,0,0,1,0,0,0,0,0,0,0
1,2,23,11L,3,2,2,2,2259,0,0,0,0,0,0,0,0,1,0,0,0,0
1,1,23,10L,2,2,1,5,1408,0,0,0,0,0,0,0,0,1,0,0,0,0
1,1,24,03I,5,9,5,1,1925.296875,0,0,1,0,0,0,0,0,0,0,0,0,0
1,1,24,02I,1,1,2,1,1800,0,1,0,0,0,0,0,0,0,0,0,0,0
1,1,21,04I,3,3,6,2,1250,0,0,1,0,0,0,0,0,0,0,0,0,0
1,1,22,02I,1,5,7,7,1142,0,1,0,0,0,0,0,0,0,0,0,0,0
1,1,20,03I,2,2,5,4,1530,0,0,1,0,0,0,0,0,0,0,0,0,0
1,1,22,03I,1,2,2,2,1600,0,0,1,0,0,0,0,0,0,0,0,0,0
1,1,21,02T,1,2,2,2,1500,0,1,0,0,0,0,0,0,0,0,0,0,0
1,1,20,03I,2,2,2,3,1480,0,0,1,0,0,0,0,0,0,0,0,0,0
1,2,20,06I,2,2,1,3,1230,0,0,0,0,0,1,0,0,0,0,0,0,0
1,1,20,06I,4,4,6,6,1207,0,0,0,0,0,1,0,0,0,0,0,0,0
1,1,20,03I,6,1,7,7,1142,0,0,1,0,0,0,0,0,0,0,0,0,0
1,1,19,02I,1,1,2,2,1500,0,1,0,0,0,0,0,0,0,0,0,0,0
1,1,20,02I,1,2,3,2,830.09375,0,1,0,0,0,0,0,0,0,0,0,0,0
1,1,19,02I,5,2,3,3,1400,0,1,0,0,0,0,0,0,0,0,0,0,0
1,2,23,02T,2,5,7,7,1201,0,1,0,0,0,0,0,0,0,0,0,0,0
1,1,18,03I,5,9,4,2,1129,0,0,1,0,0,0,0,0,0,0,0,0,0
1,1,19,01,4,2,3,3,1680,1,0,0,0,0,0,0,0,0,0,0,0,0
1,2,18,02I,6,9,1,1,1975,0,1,0,0,0,0,0,0,0,0,0,0,0
1,1,19,02I,4,5,2,7,1600,0,1,0,0,0,0,0,0,0,0,0,0,0
1,1,19,02I,5,2,3,3,1257,0,1,0,0,0,0,0,0,0,0,0,0,0
1,1,18,02I,2,2,2,1,1300,0,1,0,0,0,0,0,0,0,0,0,0,0
1,1,18,02I,2,9,2,3,1290,0,1,0,0,0,0,0,0,0,0,0,0,0
1,1,19,02T,5,5,7,7,1450,0,1,0,0,0,0,0,0,0,0,0,0,0
1,1,24,06I,7,2,1,3,2232,0,0,0,0,0,1,0,0,0,0,0,0,0
1,1,20,02I,2,2,2,3,1194,0,1,0,0,0,0,0,0,0,0,0,0,0
1,2,22,10L,4,2,7,3,1440,0,0,0,0,0,0,0,0,1,0,0,0,0
1,1,20,02I,5,2,1,2,1400,0,1,0,0,0,0,0,0,0,0,0,0,0
1,1,21,02I,5,5,4,4,900,0,1,0,0,0,0,0,0,0,0,0,0,0
1,1,24,03I,4,4,1,1,2192,0,0,1,0,0,0,0,0,0,0,0,0,0
1,2,23,05,4,4,6,4,1300,0,0,0,0,1,0,0,0,0,0,0,0,0
1,1,22,02I,1,1,7,7,1300,0,1,0,0,0,0,0,0,0,0,0,0,0
1,1,21,06I,1,1,2,2,1900,0,0,0,0,0,1,0,0,0,0,0,0,0
1,1,21,03I,1,1,2,3,1459,0,0,1,0,0,0,0,0,0,0,0,0,0
1,1,22,02I,1,1,2,2,1142,0,1,0,0,0,0,0,0,0,0,0,0,0
1,1,21,06I,1,1,3,3,2500,0,0,0,0,0,1,0,0,0,0,0,0,0
1,2,20,06T,2,2,7,1,1600.296875,0,0,0,0,0,1,0,0,0,0,0,0,0
1,1,20,06I,1,1,3,4,2100,0,0,0,0,0,1,0,0,0,0,0,0,0
1,2,21,03T,2,5,2,2,580,0,0,0,1,0,0,0,0,0,0,0,0,0
1,1,21,02I,1,1,3,3,1200,0,1,0,0,0,0,0,0,0,0,0,0,0
1,1,20,06I,5,9,3,2,1833.296875,0,0,0,0,0,1,0,0,0,0,0,0,0
1,1,20,02I,5,5,1,3,1495,0,1,0,0,0,0,0,0,0,0,0,0,0
1,1,19,01,4,2,2,2,1872,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,19,02I,5,2,2,7,1237,0,1,0,0,0,0,0,0,0,0,0,0,0
1,1,19,02I,8,9,,1,1283,0,1,0,0,0,0,0,0,0,0,0,0,0
1,2,18,02T,1,1,2,1,819,0,1,0,0,0,0,0,0,0,0,0,0,0
1,2,19,02T,4,8,7,,1500,0,1,0,0,0,0,0,0,0,0,0,0,0
1,1,18,02I,3,1,1,2,1400,0,1,0,0,0,0,0,0,0,0,0,0,0
1,1,21,03I,1,1,2,2,2180,0,0,1,0,0,0,0,0,0,0,0,0,0
1,1,20,04I,1,1,2,3,1250,0,0,1,0,0,0,0,0,0,0,0,0,0
1,1,22,03I,1,2,1,4,1464,0,0,1,0,0,0,0,0,0,0,0,0,0
1,1,18,03I,1,2,2,4,1221,0,0,1,0,0,0,0,0,0,0,0,0,0
1,1,20,02I,1,1,7,7,1193,0,1,0,0,0,0,0,0,0,0,0,0,0
1,1,19,03I,4,4,5,6,1120,0,0,1,0,0,0,0,0,0,0,0,0,0
1,2,23,11L,7,2,4,2,1313,0,0,0,0,0,0,0,0,1,0,0,0,0
1,2,23,04T,1,2,7,2,1485.890625,0,0,0,1,0,0,0,0,0,0,0,0,0
1,1,23,03I,3,2,2,1,1366.6875,0,0,1,0,0,0,0,0,0,0,0,0,0
1,2,22,03T,3,2,3,2,1218,0,0,0,1,0,0,0,0,0,0,0,0,0
1,2,22,04T,2,2,1,1,1593.6992188,0,0,0,1,0,0,0,0,0,0,0,0,0
1,2,22,02T,2,2,1,1,1400,0,1,0,0,0,0,0,0,0,0,0,0,0
1,1,21,02I,1,1,1,1,1683.296875,0,1,0,0,0,0,0,0,0,0,0,0,0
1,1,22,03I,4,7,4,3,1450,0,0,1,0,0,0,0,0,0,0,0,0,0
1,1,21,02I,5,2,2,7,1250,0,1,0,0,0,0,0,0,0,0,0,0,0
1,1,21,02T,6,6,2,2,1520,0,1,0,0,0,0,0,0,0,0,0,0,0
1,1,20,03I,1,2,2,3,1658,0,0,1,0,0,0,0,0,0,0,0,0,0
1,1,20,02I,2,2,2,3,1450,0,1,0,0,0,0,0,0,0,0,0,0,0
1,1,20,03I,1,2,2,4,1479,0,0,1,0,0,0,0,0,0,0,0,0,0
1,1,19,02I,1,1,2,2,1279,0,1,0,0,0,0,0,0,0,0,0,0,0
1,1,19,02I,1,2,1,4,1142,0,1,0,0,0,0,0,0,0,0,0,0,0
1,1,20,03I,5,4,1,3,1390,0,0,1,0,0,0,0,0,0,0,0,0,0
1,1,20,02I,2,2,7,7,1320,0,1,0,0,0,0,0,0,0,0,0,0,0
1,1,19,02I,5,2,7,3,1349,0,1,0,0,0,0,0,0,0,0,0,0,0
1,2,19,02T,2,2,2,1,1129,0,1,0,0,0,0,0,0,0,0,0,0,0
1,1,19,01,1,1,2,2,1448,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,18,02I,1,1,7,2,1466,0,1,0,0,0,0,0,0,0,0,0,0,0
1,1,19,02I,1,2,2,1,1142,0,1,0,0,0,0,0,0,0,0,0,0,0
1,1,23,10M,5,2,3,3,1129,0,0,0,0,0,0,0,0,1,0,0,0,0
1,1,21,03I,9,5,7,7,1400,0,0,1,0,0,0,0,0,0,0,0,0,0
1,2,22,03I,1,2,1,1,1700,0,0,1,0,0,0,0,0,0,0,0,0,0
1,1,19,02I,2,2,1,1,1188,0,1,0,0,0,0,0,0,0,0,0,0,0
1,1,22,03T,7,7,2,7,1218,0,0,0,1,0,0,0,0,0,0,0,0,0
1,2,22,06T,2,2,3,2,1575,0,0,0,0,0,1,0,0,0,0,0,0,0
1,1,22,06I,1,1,2,1,1900,0,0,0,0,0,1,0,0,0,0,0,0,0
1,1,21,03I,4,3,2,2,1475,0,0,1,0,0,0,0,0,0,0,0,0,0
1,2,21,03T,6,6,2,2,1312,0,0,0,1,0,0,0,0,0,0,0,0,0
1,1,20,02I,7,1,7,7,1420,0,1,0,0,0,0,0,0,0,0,0,0,0
1,1,20,02I,1,4,2,7,1753,0,1,0,0,0,0,0,0,0,0,0,0,0
1,2,20,02I,5,2,2,2,1521.296875,0,1,0,0,0,0,0,0,0,0,0,0,0
1,1,20,03I,7,7,7,7,1129,0,0,1,0,0,0,0,0,0,0,0,0,0
1,1,19,02I,5,9,7,2,1350,0,1,0,0,0,0,0,0,0,0,0,0,0
1,1,19,04T,4,4,5,7,1357,0,0,0,1,0,0,0,0,0,0,0,0,0
1,1,19,03I,4,2,4,2,2050,0,0,1,0,0,0,0,0,0,0,0,0,0
1,2,19,02T,1,1,2,2,1400,0,1,0,0,0,0,0,0,0,0,0,0,0
1,1,20,02T,5,1,1,1,1246,0,1,0,0,0,0,0,0,0,0,0,0,0
1,2,21,02T,3,1,1,2,1375,0,1,0,0,0,0,0,0,0,0,0,0,0
1,1,18,02I,1,2,2,2,1474,0,1,0,0,0,0,0,0,0,0,0,0,0
